Name,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,Location_Rural,Location_Suburban,Reservation Ratio,Review Quality Score
0,4.0,-1.2767135182722196,73.98,-0.5448607944730398,-0.6862737796606923,0.534421459214541,-1.2193800473514256,-0.17841919884746285,-1.6391497971144124,0.5765658481194702,1,-0.8235903958068501,-1.261570648285177,638945.52,False,False,False,True,False,True,False,3.148634608684886,-0.7136767953898514
1,3.2,0.9073892561123117,28.11,0.6563752888937776,0.35162188631231994,-0.37198714484465834,0.036037716596085914,-0.3612848918747696,-1.1343519658303334,-0.8153315491389899,1,0.9242930206689531,-1.1615860559932178,490207.83,False,False,False,False,True,False,False,-5.720128602605091,-1.1561116539992626
1112,4.7,-0.7019496302762903,48.29,-0.23139955374045787,0.058745819410393134,1.4408300632737403,1.1904448558581655,-1.637930687747686,-0.08592570085570761,0.46057439834793196,0,-0.12443702921652881,-0.7616476868253813,541368.62,False,False,True,False,False,True,False,-0.5220718337453907,-7.698274232414125
2223,4.4,-1.5066190734705913,51.55,-1.1241064788337725,-1.1260173170618257,0.534421459214541,-1.5909548453014075,0.4259159688975146,-0.357739917700981,-1.0473144486820667,1,-1.0233485005469418,-0.6116707983874425,404556.8,False,False,True,False,False,True,False,-2.63526022842844,1.8740302631490644
3334,4.9,1.5971059217074268,75.98,0.2305721699266165,0.21366523456416162,-0.19070542403281848,-1.6053849345421836,0.929408494498799,1.195484178557724,-1.317961164815656,0,0.3749582326337007,-0.1617401330736264,1491046.35,False,False,False,True,False,False,False,0.4473054805886755,4.554101623044115
4445,4.4,1.0798184225110905,35.69,1.9557050122800568,2.10356400425187,-0.9158323072801778,-0.4437627506597159,1.010844397580588,-1.3673355802691392,1.156523096977162,1,-0.12443702921652881,-0.3617093176575447,644220.9,False,True,False,False,False,False,False,-0.19495354179362115,4.447715349354588
5556,4.9,-0.6444732414766974,35.3,-0.34209740448867737,-0.19344108717048153,0.17185801759086122,-1.5043743098567515,0.43599697720529246,-1.5614885923014772,-0.08071903391924712,0,-0.8735299219918731,-0.061755540781667236,400348.65,False,False,False,False,True,True,False,-0.9310259318979891,2.1363851883059333
6667,4.1,0.04524342411841775,73.65,-0.0028797331364602383,-0.1482428378428748,0.7157031800263808,-0.5267357637941779,-0.5479733690347935,-1.4449967850820744,-0.35136575005283666,0,1.3238092301491369,-0.3117170215115651,1014153.65,False,False,False,True,False,False,True,1.9233502375090052,-2.2466908130426533
7778,4.2,-1.3341899070718124,73.75,0.11987431917839701,0.048922446931827776,1.4408300632737403,-0.10465565350148003,-1.6545539670385019,0.6130251424607095,1.504497446291777,1,-0.12443702921652881,-0.26172472536558555,635606.1,False,False,False,True,False,True,False,-0.1685509910624443,-6.949126661561708
8257,5.0,-1.6215718510697772,59.8,-0.3557976335416748,-0.4171777893052379,1.4408300632737403,1.3852510606086414,1.377548774932778,0.3412109256154364,0.7312211144815215,0,-0.8735299219918731,-0.5116862060954834,452920.65,True,False,False,False,False,True,False,-1.788870052199837,6.88774387466389
2,4.3,-0.7019496302762903,59.25,-0.20728715060718236,0.015909473848124515,1.0782666216500605,-0.010860073436436066,-0.24319358078227182,0.45770273283483925,0.6152296647099829,0,-0.6737718172517813,0.7881134936999855,656474.6,True,False,False,False,False,True,False,-0.3768059575780085,-1.0457323973637689
113,3.1,-1.1617607406730337,32.11,-0.23359159038893748,-0.11447834992474576,-1.0971140280920177,-0.37521982676602994,0.35452918063237276,-1.2120131706432686,-1.0859782652725793,0,-1.2730461314720567,-0.4616939099495038,295333.14,False,True,False,False,False,True,False,-2.36491125588536,1.0990404599603556
224,4.4,0.9648656449119045,35.6,2.9004728077747615,2.8036537521505007,1.62211178408558,0.7864023571164376,-1.0574660647899505,0.030566106363695184,-1.0086506320915538,1,0.8244139682989072,0.4881597168241081,645268.3,False,False,False,False,True,False,False,0.5539821828118656,-4.652850685075783
335,4.8,-1.0468079630738478,45.55,-0.6851511399757337,-0.7093560210037694,-0.9158323072801778,-0.37161230445583593,-1.2401220305290108,0.9236699617124507,-0.08071903391924712,1,-1.2730461314720567,0.4881597168241081,437468.35,False,False,False,False,False,True,False,-0.8554499339552567,-5.952585746539252
446,4.6,-0.0697093534807681,63.22,0.034932899049812755,0.20029900643758908,-1.4596774697156973,1.6774603677343554,-1.4315900375788417,0.6518557448671773,0.5379020315289575,0,-0.5738927648817354,-1.4115475367231158,836011.9,True,False,False,False,False,False,True,1.394475033069736,-6.585314172862671
557,4.2,1.5396295329078338,38.26,-0.4155306322127438,-0.4611414071191452,1.2595483424619003,0.5915961523659617,1.040664212539478,-0.2412481104815779,-0.35136575005283666,1,0.42489775881872366,0.8880980859919447,760413.88,False,False,False,False,False,False,False,0.2250400876792883,4.370789692665808
668,4.3,0.04524342411841775,47.7,-1.0430011228400276,-0.8362546687596629,-1.0971140280920177,0.5843811077455737,0.5117833167720913,-1.4061661826756067,-1.51128024776822,1,0.025381549338540043,0.9380903821379243,651068.0,False,False,True,False,False,False,True,0.01309616392117969,2.2006682621199927
779,5.0,-0.24213851987954688,65.87,0.42511542247918044,0.342764747192302,-0.734550586468338,1.6161324884610573,0.4239234273114959,1.2731453833706594,0.6152296647099829,1,-0.2742556077715977,0.5881443091160673,836123.03,True,False,False,False,False,False,True,-0.17268934957443727,2.1196171365574794
890,3.2,-0.01223296468117517,55.73,-0.5196523730155245,-0.6692573366240517,1.4408300632737403,-0.3680047821456419,1.459563526043111,0.06939670877016302,0.9632040140245981,1,1.0241720730389992,0.7881134936999855,767869.7,True,False,False,False,False,False,True,0.5727668163388053,4.670603283337956
1001,4.3,-0.0697093534807681,34.28,-0.700495396515091,-0.8588001137924358,-0.734550586468338,0.057682850457249905,-1.18193462004301,1.3508065881835944,1.5431612628822897,1,-1.4728042362121485,0.6881289014080264,464653.52,False,False,False,False,True,False,True,-0.8724477348760034,-5.082318866184943
1113,3.6,0.67748370091394,33.91,-0.41443461388850394,-0.5182565345355034,0.8969849008382207,-0.7972999370587278,-1.14180227737804,-0.2412481104815779,-0.31270193346232367,0,0.3749582326337007,-0.9616168714092996,561710.45,False,True,False,False,False,False,False,9.768829337287196,-4.110488198560945
1224,4.3,0.9073892561123117,39.61,0.12371038331323629,0.23213102763862326,-1.6409591905275374,0.043252761216473916,-1.0751305325830256,-0.9401989537979952,-0.8539953657295027,0,1.7732649658143436,1.7879594166195771,676879.89,False,False,False,False,False,False,False,0.6360440382465974,-4.62306129010701
1335,4.2,-0.41456768627832563,64.15,-0.6911792407590527,-0.7256746288370146,1.2595483424619003,1.4321488506411635,-0.26290635972567683,-0.6683847369527219,1.4658336297012644,1,0.5247768111887695,0.8381057898459652,779565.05,True,False,False,False,False,False,True,0.2854986987624615,-1.1042067108478428
1446,3.3,-0.18466213107995394,56.0,-0.47690765837017235,-0.5085405213189989,-1.4596774697156973,-0.7792623255077578,1.30268876978551,-0.2800787128880457,0.7312211144815215,0,0.5747163373737925,-0.7616476868253813,715699.85,True,False,False,False,False,False,True,2.411205201741638,4.298872940292183
1557,3.4,0.9648656449119045,28.9,1.9146043251210643,1.9725320249066347,-1.0971140280920177,-0.12630078736264402,1.3278728666238724,0.38004152802190394,-1.51128024776822,1,-0.6737718172517813,-0.21173242921960597,511266.45,False,False,False,False,True,False,False,-0.854750140976546,4.514767746521166
1668,4.2,0.8499128673127188,35.47,-0.6484345261137006,-0.6471950082705525,-1.2783957489038575,0.46172534919897773,0.31776310366116234,0.9236699617124507,0.26725531539536806,1,0.2750791802636548,-1.3615552405771363,599518.34,False,False,False,False,True,False,False,-0.7608219972819557,1.334605035376882
1779,3.3,1.2522475889098692,37.69,-0.9865561791416779,-0.9295498674905186,-1.2783957489038575,-1.6450676799543174,0.5523499748663991,-0.9013683513915276,-1.6272716975397583,1,1.074111599224022,-0.6116707983874425,687854.64,False,True,False,False,False,False,False,2.7659820450373473,1.822754917059117
1890,3.5,-1.1042843518734407,43.3,-0.0516525485651312,0.09240294806646134,0.7157031800263808,-0.9199556956053238,1.3844340814682454,-1.0955213634238656,-0.969986815501041,0,-0.8235903958068501,-0.5116862060954834,414143.9,False,False,False,False,False,True,False,-1.6866007188154355,4.845519285138859
2001,4.7,-1.6215718510697772,53.33,-0.4692355301004938,-0.3442808503659387,-0.37198714484465834,0.13704834128151788,0.43454829472477474,-1.0566907610173981,-1.51128024776822,1,-0.6737718172517813,-0.3117170215115651,392170.36,False,False,True,False,False,True,False,-0.9789168674946427,2.0423769852064413
